,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std,mediana_de_medianas,lag_90,lag_180,lag_270,lag_360,mediana Dispositivos,mediana Sistema operativo,mediana Agrupación de canales predeterminada
38,48.0,27.0,32.0,1.125,36.0,41.0,7.0,25.0,23.0,0.0,16.0,11.343133,22.0,21.0,0.0,1.0,0.0,4.0,0,0.0,0,5.3333335,8.730534,30.0,0.0,17.0,1.0,12.0,12.389512,102.96608315098469,124.82723,120.16915,118.39103,97.39639,23.0,0.0,9.0
39,39.0,23.0,27.0,1.0,27.0,30.0,9.0,32.0,7.0,0.0,13.0,13.735599,6.0,30.0,0.0,1.0,0.0,2.0,0,0.0,0,4.3333335,9.261629,26.0,0.0,13.0,0.0,9.75,10.779031,102.96608315098469,124.82723,120.16915,118.39103,97.39639,7.0,0.0,6.5
40,45.0,19.0,21.0,1.0952381,23.0,21.0,24.0,43.0,2.0,0.0,15.0,19.815819,2.0,42.0,0.0,0.0,0.0,1.0,0,0.0,0,5.0,13.097921,42.0,0.0,3.0,0.0,11.25,17.795715,102.96608315098469,124.82723,120.16915,118.39103,97.39639,2.0,0.0,1.5
41,116.0,25.0,35.0,1.1142857,39.0,87.0,29.0,56.0,44.0,16.0,38.666668,16.75974,42.0,68.0,0.0,2.0,0.0,4.0,0,0.0,0,12.888889,23.364,60.0,40.0,13.0,3.0,29.0,22.438807,102.96608315098469,124.82723,120.16915,118.39103,97.39639,44.0,0.0,26.5
42,117.0,40.0,46.0,1.173913,54.0,114.0,3.0,52.0,65.0,0.0,39.0,28.08321,62.0,50.0,0.0,3.0,0.0,2.0,0,0.0,0,13.0,23.180452,77.0,7.0,33.0,0.0,29.25,30.185883,102.96608315098469,124.82723,120.16915,118.39103,97.39639,52.0,0.0,20.0
43,135.0,38.0,50.0,1.16,58.0,125.0,10.0,57.0,78.0,0.0,45.0,32.954514,69.0,56.0,3.0,6.0,0.0,1.0,0,0.0,0,15.0,25.642845,72.0,9.0,52.0,2.0,33.75,29.226486,102.96608315098469,124.82723,120.16915,118.39103,97.39639,57.0,1.0,30.5
44,142.0,29.0,39.0,1.1025641,43.0,134.0,8.0,68.0,74.0,0.0,47.333332,33.559235,71.0,68.0,2.0,1.0,0.0,0.0,0,0.0,0,15.777778,28.731623,84.0,11.0,47.0,0.0,35.5,32.958305,103.67894736842105,124.82723,120.16915,118.39103,97.39639,68.0,0.0,29.0
45,139.0,35.0,49.0,1.2653061,62.0,132.0,7.0,40.0,99.0,0.0,46.333332,40.663933,98.0,39.0,1.0,0.0,0.0,1.0,0,0.0,0,15.444445,31.58801,94.0,4.0,39.0,2.0,34.75,37.238255,103.67894736842105,124.82723,120.16915,118.39103,97.39639,40.0,0.0,21.5
46,110.0,22.0,31.0,1.0,31.0,106.0,4.0,34.0,76.0,0.0,36.666668,31.084116,76.0,32.0,0.0,0.0,0.0,2.0,0,0.0,0,12.222222,24.629602,48.0,0.0,61.0,1.0,27.5,27.390692,103.67894736842105,124.82723,120.16915,118.39103,97.39639,34.0,0.0,24.5
47,67.0,21.0,23.0,1.1304348,26.0,58.0,9.0,25.0,42.0,0.0,22.333334,17.249798,42.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0,7.4444447,14.4922285,61.0,0.0,6.0,0.0,16.75,25.664907,103.67894736842105,124.82723,120.16915,118.39103,97.39639,25.0,0.0,3.0
48,132.0,22.0,35.0,1.1714286,41.0,128.0,4.0,33.0,94.0,5.0,44.0,37.157322,92.0,33.0,0.0,2.0,0.0,5.0,0,0.0,0,14.666667,29.147137,42.0,27.0,54.0,9.0,33.0,16.837458,105.23564356435644,124.82723,120.16915,118.39103,97.39639,33.0,0.0,34.5
49,151.0,53.0,66.0,1.1666666,77.0,143.0,8.0,64.0,87.0,0.0,50.333332,36.808815,84.0,61.0,3.0,0.0,0.0,3.0,0,0.0,0,16.777779,30.297699,113.0,16.0,22.0,0.0,37.75,44.183567,106.0,124.82723,120.16915,118.39103,97.39639,64.0,0.0,19.0
50,62.0,29.0,36.0,1.3142858,46.0,57.0,5.0,29.0,33.0,0.0,20.666666,14.704496,32.0,29.0,1.0,0.0,0.0,0.0,0,0.0,0,6.888889,12.64423,31.0,12.0,19.0,0.0,15.5,11.236102,105.63385826771653,124.82723,120.16915,118.39103,97.39639,29.0,0.0,15.5
51,276.0,39.0,48.0,1.3409091,59.0,268.0,8.0,140.0,135.0,1.0,92.0,64.37909,126.0,139.0,9.0,0.0,0.0,2.0,0,0.0,0,30.666666,54.58734,223.0,7.0,46.0,0.0,69.0,90.62285,105.63385826771653,124.82723,120.16915,118.39103,97.39639,135.0,0.0,26.5
52,213.0,35.0,49.0,1.3658537,56.0,209.0,4.0,40.0,172.0,1.0,71.0,73.171036,167.0,40.0,1.0,4.0,0.0,1.0,0,0.0,0,23.666666,52.138702,100.0,7.0,106.0,0.0,53.25,49.85667,105.63385826771653,124.82723,120.16915,118.39103,97.39639,40.0,1.0,53.5
53,86.0,22.0,24.0,1.0416666,25.0,80.0,6.0,24.0,62.0,0.0,28.666666,25.525587,62.0,24.0,0.0,0.0,0.0,0.0,0,0.0,0,9.555555,19.995062,74.0,0.0,12.0,0.0,21.5,30.704235,105.63385826771653,124.82723,120.16915,118.39103,97.39639,24.0,0.0,6.0
54,41.0,16.0,20.0,1.1666666,21.0,33.0,8.0,15.0,26.0,0.0,13.666667,10.656245,22.0,14.0,4.0,0.0,0.0,1.0,0,0.0,0,4.5555553,7.5293665,20.0,4.0,17.0,0.0,10.25,8.437268,105.63385826771653,124.82723,120.16915,118.39103,97.39639,15.0,0.0,10.5
55,378.0,88.0,98.0,1.1382979,107.0,369.0,9.0,205.0,169.0,4.0,126.0,87.51,145.0,205.0,10.0,14.0,0.0,4.0,0,0.0,0,42.0,72.63761,242.0,19.0,116.0,1.0,94.5,95.73531,105.63385826771653,124.82723,120.16915,118.39103,97.39639,169.0,4.0,67.5
56,181.0,57.0,69.0,1.140625,73.0,177.0,4.0,92.0,89.0,0.0,60.333332,42.679684,83.0,89.0,2.0,4.0,0.0,3.0,0,0.0,0,20.11111,35.274933,132.0,6.0,41.0,2.0,45.25,52.33247,106.0,124.82723,120.16915,118.39103,97.39639,89.0,2.0,23.5
57,199.0,39.0,58.0,1.3518518,73.0,193.0,6.0,120.0,79.0,0.0,66.333336,49.80183,78.0,114.0,0.0,1.0,0.0,6.0,0,0.0,0,22.11111,40.43773,124.0,13.0,60.0,2.0,49.75,48.085213,106.0,124.82723,120.16915,118.39103,97.39639,79.0,0.0,36.5
58,200.0,41.0,52.0,1.3469387,66.0,195.0,5.0,55.0,145.0,0.0,66.666664,59.76807,144.0,53.0,0.0,1.0,0.0,2.0,0,0.0,0,22.222221,46.074284,135.0,10.0,54.0,1.0,50.0,53.01415,112.0,124.82723,120.16915,118.39103,97.39639,55.0,0.0,32.0
59,126.0,27.0,42.0,1.4571428,51.0,124.0,2.0,48.0,78.0,0.0,42.0,32.124756,74.0,48.0,3.0,1.0,0.0,0.0,0,0.0,0,14.0,25.875772,54.0,12.0,59.0,1.0,31.5,25.362373,115.0,124.82723,120.16915,118.39103,97.39639,48.0,0.0,33.0
60,61.0,17.0,30.0,1.4782609,34.0,54.0,7.0,52.0,9.0,0.0,20.333334,22.691164,9.0,51.0,0.0,0.0,0.0,1.0,0,0.0,0,6.7777777,15.879951,36.0,2.0,19.0,4.0,15.25,13.663363,115.0,124.82723,120.16915,118.39103,97.39639,9.0,0.0,11.5
61,91.0,19.0,26.0,1.5,33.0,78.0,13.0,47.0,44.0,0.0,30.333334,21.483845,44.0,47.0,0.0,0.0,0.0,0.0,0,0.0,0,10.111111,18.929369,77.0,0.0,14.0,0.0,22.75,31.838459,112.0,124.82723,120.16915,118.39103,97.39639,44.0,0.0,7.0
62,89.0,22.0,34.0,1.5357143,43.0,73.0,16.0,64.0,25.0,0.0,29.666666,26.335443,25.0,64.0,0.0,0.0,0.0,0.0,0,0.0,0,9.888889,20.658302,74.0,2.0,11.0,2.0,22.25,30.10295,106.0,124.82723,120.16915,118.39103,97.39639,25.0,0.0,6.5
64,312.0,43.0,62.0,1.3454546,74.0,303.0,9.0,162.0,150.0,0.0,104.0,73.7021,148.0,161.0,1.0,1.0,0.0,1.0,0,0.0,0,34.666668,64.12834,221.0,49.0,38.0,4.0,78.0,84.211044,106.0,124.82723,120.16915,118.39103,97.39639,150.0,1.0,43.5
65,146.0,65.0,73.0,1.1690141,83.0,141.0,5.0,49.0,97.0,0.0,48.666668,39.600784,90.0,46.0,2.0,5.0,0.0,3.0,0,0.0,0,16.222221,29.600218,70.0,16.0,59.0,1.0,36.5,28.761953,108.5,124.82723,120.16915,118.39103,97.39639,49.0,2.0,37.5
66,111.0,24.0,45.0,1.6470588,56.0,108.0,3.0,33.0,78.0,0.0,37.0,31.968735,78.0,27.0,0.0,0.0,0.0,6.0,0,0.0,0,12.333333,24.675674,67.0,4.0,38.0,2.0,27.75,26.79902,105.63385826771653,124.82723,120.16915,118.39103,97.39639,33.0,0.0,21.0
67,75.0,18.0,29.0,1.3636364,30.0,68.0,7.0,24.0,51.0,0.0,25.0,20.832666,49.0,21.0,1.0,0.0,0.0,3.0,0,1.0,0,8.333333,15.733898,66.0,5.0,3.0,1.0,18.75,27.316433,105.63385826771653,124.82723,120.16915,118.39103,97.39639,24.0,1.0,4.0
68,45.0,7.0,11.0,1.5555556,14.0,44.0,1.0,19.0,26.0,0.0,15.0,10.9848385,25.0,18.0,0.0,0.0,0.0,1.0,0,1.0,0,5.0,8.9814625,43.0,0.0,2.0,0.0,11.25,18.349047,105.63385826771653,124.82723,120.16915,118.39103,97.39639,19.0,0.0,1.0
69,143.0,34.0,48.0,1.2093023,52.0,138.0,5.0,71.0,72.0,0.0,47.666668,33.707897,70.0,71.0,1.0,1.0,0.0,0.0,0,0.0,0,15.888889,29.194536,86.0,3.0,53.0,1.0,35.75,35.716766,110.5,124.82723,120.16915,118.39103,97.39639,71.0,0.0,28.0
70,465.0,127.0,149.0,1.2569444,181.0,439.0,26.0,201.0,264.0,0.0,155.0,112.578865,256.0,196.0,2.0,6.0,0.0,5.0,0,0.0,0,51.666668,94.27619,224.0,57.0,184.0,0.0,116.25,91.13829,110.5,124.82723,120.16915,118.39103,97.39639,201.0,2.0,120.5
71,190.0,51.0,65.0,1.2741935,79.0,166.0,24.0,93.0,97.0,0.0,63.333332,44.813194,96.0,93.0,0.0,1.0,0.0,0.0,0,0.0,0,21.11111,39.235596,133.0,26.0,30.0,1.0,47.5,50.59891,110.5,124.82723,120.16915,118.39103,97.39639,93.0,0.0,28.0
72,195.0,50.0,62.0,1.3333334,76.0,184.0,11.0,58.0,137.0,0.0,65.0,56.148613,135.0,56.0,1.0,1.0,0.0,2.0,0,0.0,0,21.666666,43.642487,158.0,2.0,33.0,2.0,48.75,64.332634,110.5,124.82723,120.16915,118.39103,97.39639,58.0,1.0,17.5
73,60.0,23.0,37.0,1.34375,43.0,47.0,13.0,29.0,31.0,0.0,20.0,14.165687,30.0,25.0,0.0,1.0,0.0,4.0,0,0.0,0,6.6666665,11.264497,47.0,0.0,13.0,0.0,15.0,19.222383,110.5,124.82723,120.16915,118.39103,97.39639,29.0,0.0,6.5
